136	wrong-language	s-phrase	r-phrase	wl-phrase
137	wrong-language	s-phrase	r-phrase	wl-phrase
138	wrong-language	s-phrase	r-phrase	wl-phrase
139	wrong-language	s-phrase	r-phrase	wl-phrase
140	wrong-language	s-phrase	r-phrase	wl-phrase
141	mix-language	s-sent	r-sent	mix-sent
142	mix-language	s-sent	r-sent	mix-sent
143	mix-language	s-sent	r-sent	mix-sent
144	mix-language	s-sent	r-sent	mix-sent
145	mix-language	s-sent	r-sent	mix-sent
146	mix-language	s-sent	r-sent	mix-sent
147	mix-language	s-sent	r-sent	mix-sent
148	mix-language	s-sent	r-sent	mix-sent
149	mix-language	s-sent	r-sent	mix-sent
150	mix-language	s-sent	r-sent	mix-sent
151	language-variants	English	LA	LA
152	language-variants	English	LA	LA
153	language-variants	English	LA	LA
154	language-variants	English	LA	LA
155	language-variants	English	LA	LA
156	language-variants	English	LA	LA
157	language-variants	English	LA	LA
158	language-variants	English	LA	LA
159	language-variants	English	LA	Spain
160	language-variants	English	LA	Spain
161	language-variants	English	LA	Spain
162	language-variants	English	LA	Spain
163	language-variants	English	LA	Spain
164	language-variants	English	LA	Spain
165	language-variants	English	LA	Spain
166	language-variants	English	LA	Spain
167	language-variants	English	Spain	LA
168	language-variants	English	Spain	LA
169	language-variants	English	Spain	LA
170	language-variants	English	Spain	LA
171	language-variants	English	Spain	LA
172	language-variants	English	Spain	LA
173	language-variants	English	Spain	LA
174	language-variants	English	Spain	LA
175	language-variants	English	Spain	Spain
176	language-variants	English	Spain	Spain
177	language-variants	English	Spain	Spain
178	language-variants	English	Spain	Spain
179	language-variants	English	Spain	Spain
180	language-variants	English	Spain	Spain
181	language-variants	English	Spain	Spain
182	language-variants	English	Spain	Spain
