doc_id	segment_id	source_lang	target_lang	set_id	system_id	domain_name	method	overall
ja-zh_CN_#_news_#_iwate_nichinichi_shimbun-ja.8189eh	16	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
ja-zh_CN_#_news_#_iwate_nichinichi_shimbun-ja.8204esr	17	ja	zh_CN	challenge_mslc-b	hyp-1	news		-3.562902
ja-zh_CN_#_news_#_iwate_nichinichi_shimbun-ja.8204eh	18	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
ja-zh_CN_#_news_#_iwate_nippo-ja.27441esr	19	ja	zh_CN	challenge_mslc-b	hyp-1	news		-8.820679
ja-zh_CN_#_news_#_iwate_nippo-ja.27441eh	20	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase0esr	21	ja	zh_CN	challenge_mslc-b	hyp-1	news		-11.385065
phrase0eh	22	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase1esr	23	ja	zh_CN	challenge_mslc-b	hyp-1	news		-7.082903
phrase1eh	24	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase2esr	25	ja	zh_CN	challenge_mslc-b	hyp-1	news		-13.851225
phrase2eh	26	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase3esr	27	ja	zh_CN	challenge_mslc-b	hyp-1	news		-8.158694
phrase3eh	28	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase4esr	29	ja	zh_CN	challenge_mslc-b	hyp-1	news		-6.457922
phrase4eh	30	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase5esr	31	ja	zh_CN	challenge_mslc-b	hyp-1	news		-8.214063
phrase5eh	32	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase6esr	33	ja	zh_CN	challenge_mslc-b	hyp-1	news		-10.486473
phrase6eh	34	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase7esr	35	ja	zh_CN	challenge_mslc-b	hyp-1	news		-14.743571
phrase7eh	36	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase8esr	37	ja	zh_CN	challenge_mslc-b	hyp-1	news		-7.908516
phrase8eh	38	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
phrase9esr	39	ja	zh_CN	challenge_mslc-b	hyp-1	news		-5.588760
phrase9eh	40	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word0esr	41	ja	zh_CN	challenge_mslc-b	hyp-1	news		-11.719330
word0eh	42	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word1esr	43	ja	zh_CN	challenge_mslc-b	hyp-1	news		-10.643183
word1eh	44	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word2esr	45	ja	zh_CN	challenge_mslc-b	hyp-1	news		-6.124460
word2eh	46	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word3esr	47	ja	zh_CN	challenge_mslc-b	hyp-1	news		-16.340843
word3eh	48	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word4esr	49	ja	zh_CN	challenge_mslc-b	hyp-1	news		-17.012718
word4eh	50	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word5esr	51	ja	zh_CN	challenge_mslc-b	hyp-1	news		-13.840844
word5eh	52	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word6esr	53	ja	zh_CN	challenge_mslc-b	hyp-1	news		-11.068676
word6eh	54	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word7esr	55	ja	zh_CN	challenge_mslc-b	hyp-1	news		-9.367352
word7eh	56	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word8esr	57	ja	zh_CN	challenge_mslc-b	hyp-1	news		-11.676893
word8eh	58	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
word9esr	59	ja	zh_CN	challenge_mslc-b	hyp-1	news		-11.249576
word9eh	60	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct0esr	61	ja	zh_CN	challenge_mslc-b	hyp-1	news		-14.215844
punct0eh	62	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct1esr	63	ja	zh_CN	challenge_mslc-b	hyp-1	news		-17.434593
punct1eh	64	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct2esr	65	ja	zh_CN	challenge_mslc-b	hyp-1	news		-14.715844
punct2eh	66	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct3esr	67	ja	zh_CN	challenge_mslc-b	hyp-1	news		-15.684594
punct3eh	68	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct4esr	69	ja	zh_CN	challenge_mslc-b	hyp-1	news		-15.028344
punct4eh	70	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct5esr	71	ja	zh_CN	challenge_mslc-b	hyp-1	news		-16.903343
punct5eh	72	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct6esr	73	ja	zh_CN	challenge_mslc-b	hyp-1	news		-12.465844
punct6eh	74	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct7esr	75	ja	zh_CN	challenge_mslc-b	hyp-1	news		-12.684594
punct7eh	76	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct8esr	77	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct8eh	78	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
punct9esr	79	ja	zh_CN	challenge_mslc-b	hyp-1	news		-15.309594
punct9eh	80	ja	zh_CN	challenge_mslc-b	hyp-1	news		-18.637718
